#designation	ra	dec	w1	w1_err	h	h_err	k	k_err	Halpha_type	objtype_Hou	objtype_SIMBAD
J052431.76+393838.8	81.132352	39.644116	11.982	0.025	12.227	0.023	12.147	0.026	II	CBe	-
J052934.00+372836.1	82.391703	37.476708	11.465	0.024	11.638	0.031	11.522	0.020	II	CBe	-
J052926.85+373312.1	82.361893	37.553374	12.146	0.025	12.334	0.032	12.230	0.025	II	CBe	-
J052912.60+372713.1	82.302523	37.453648	9.662	0.022	10.091	0.033	9.828	0.018	II	CBe	-
J050944.90+382532.2	77.437099	38.425624	11.536	0.023	12.069	0.024	11.957	0.021	II	CBe	-
J050925.61+375824.7	77.356721	37.973545	9.858	0.023	9.777	0.018	9.653	0.016	II	CBe	Star
J052048.10+385010.7	80.200447	38.836317	12.254	0.025	12.364	0.036	12.330	0.022	II	CBe	-
J051841.29+374030.0	79.672046	37.675004	10.800	0.024	10.966	0.028	10.946	0.026	II	CBe	Emission-lineStar
J052908.19+372340.6	82.284162	37.394614	10.193	0.023	10.251	0.032	10.250	0.020	II	CBe	Star
J053000.47+355719.1	82.501968	35.955322	11.612	0.023	11.855	0.016	11.811	0.019	II	CBe	-
J052651.28+365928.1	81.71367	36.991146	11.171	0.022	11.306	0.027	11.258	0.021	II	CBe	Star
J052301.66+394249.5	80.756924	39.713775	12.329	0.023	12.461	0.018	12.402	0.023	II	CBe	-
J051733.56+394956.9	79.389834	39.83249	11.930	0.024	12.139	0.032	12.076	0.028	II	CBe	-
J052016.58+392128.3	80.06912	39.357882	11.520	0.023	11.715	0.036	11.608	0.018	II	CBe	-
J052826.43+391915.2	82.110166	39.320916	12.656	0.024	12.813	0.032	12.755	0.030	II	CBe	-
J140706.64+530923.2	211.777702	53.156454	15.842	0.042	15.871	0.176	16.091	-	II	CBe	-
J064049.02+160126.6	100.20429	16.024083	12.624	0.024	12.777	0.023	12.674	0.022	II	CBe	-
J063851.90+171625.4	99.716273	17.273747	12.944	0.028	13.101	0.030	13.022	0.031	II	CBe	-
J064350.89+162930.1	100.96206	16.491712	12.808	0.023	12.927	0.026	12.896	0.026	II	CBe	-
J063340.41+173225.8	98.418405	17.540525	12.549	0.023	12.665	0.030	12.585	0.023	II	CBe	-
J065001.06+182244.1	102.50443	18.378939	12.821	0.025	12.785	0.027	12.798	0.028	II	CBe	-
J063348.82+181536.3	98.453419	18.260094	11.951	0.023	11.991	0.027	11.920	0.026	II	CBe	-
J063922.76+190504.9	99.844854	19.084705	12.652	0.024	12.743	0.029	12.672	0.028	II	CBe	-
J063926.44+025934.6	99.860181	2.9929679	12.058	0.024	12.192	0.022	12.174	0.021	II	CBe	-
J063547.76+023035.5	98.949016	2.5098673	12.068	0.023	12.198	0.022	12.170	0.024	II	CBe	-
J063546.68+023806.9	98.944518	2.635257	11.572	0.024	11.709	0.022	11.582	0.019	II	CBe	-
J063304.31+025919.8	98.267972	2.9888427	11.702	0.022	11.927	0.026	11.816	0.024	II	CBe	-
J063516.07+043512.5	98.816965	4.5868308	10.885	0.023	11.332	0.026	11.133	0.021	II	CBe	-
J063516.89+050612.7	98.820409	5.1035403	12.059	0.024	12.245	0.023	12.136	0.021	II	CBe	-
J063806.80+043000.6	99.528363	4.5001745	12.424	0.024	12.583	0.026	12.503	0.024	II	CBe	-
J064832.77+041146.8	102.13656	4.1963599	12.289	0.024	12.444	0.027	12.335	0.029	II	CBe	-
J064054.38+025433.6	100.22662	2.9093499	12.376	0.025	12.649	-	12.615	0.032	II	CBe	-
J064108.19+065205.2	100.28415	6.8681122	12.672	0.023	12.776	0.023	12.722	0.026	II	CBe	-
J064101.48+065202.1	100.25617	6.8672515	12.863	0.025	12.937	0.023	12.933	0.030	II	CBe	-
J064059.97+064705.0	100.24989	6.7847245	11.843	0.023	12.059	0.022	12.052	0.024	II	CBe	-
J064032.42+064047.0	100.1351	6.6797271	12.282	0.022	12.488	0.027	12.415	0.037	II	CBe	-
J063911.71+063602.8	99.798796	6.6007818	12.611	0.024	12.757	0.023	12.632	0.023	II	CBe	-
J064302.43+062915.6	100.76013	6.4876679	11.752	0.025	12.161	0.026	12.107	0.027	II	CBe	-
J064516.73+062523.4	101.31973	6.4231785	12.035	0.023	12.185	0.025	12.110	0.026	II	CBe	-
J064544.36+054412.7	101.43485	5.736885	11.932	0.023	12.001	0.027	11.923	0.028	II	CBe	-
J064537.39+053551.2	101.40581	5.5975783	12.424	0.024	12.600	0.028	12.526	0.030	II	CBe	-
J064531.93+054540.8	101.38308	5.7613573	12.531	0.022	12.733	0.030	12.669	0.026	II	CBe	-
J064528.67+053758.1	101.36949	5.6328171	12.333	0.023	12.534	0.030	12.450	0.030	II	CBe	-
J064651.44+052700.9	101.71435	5.450254	11.197	0.022	11.301	0.022	11.230	0.023	II	CBe	-
J064651.90+052043.3	101.71629	5.3453771	12.214	0.023	12.296	0.027	12.315	0.029	II	CBe	-
J064527.50+052453.9	101.3646	5.4149758	11.948	0.023	12.122	0.027	12.047	0.029	II	CBe	-
J064541.45+051844.2	101.42273	5.3122937	12.025	0.024	12.211	0.024	12.159	0.027	II	CBe	-
J064709.44+054055.0	101.78937	5.6819619	11.712	0.024	11.861	0.027	11.781	0.023	II	CBe	-
J064658.98+052929.1	101.74577	5.4914185	11.724	0.022	11.886	0.022	11.854	0.024	II	CBe	-
J063457.06+062201.8	98.737788	6.367188	11.368	0.023	11.485	0.022	11.429	0.024	II	CBe	Starinluster
J063208.20+055703.6	98.034186	5.9510269	11.577	0.023	11.726	0.021	11.615	0.023	II	CBe	-
J063245.76+062613.6	98.190695	6.4371223	12.293	0.024	12.486	0.022	12.419	0.027	II	CBe	-
J063732.38+025627.1	99.384942	2.9408759	11.111	0.023	11.402	0.022	11.230	0.024	II	CBe	-
J063546.82+022055.9	98.945109	2.348867	11.798	0.025	12.084	0.027	11.889	0.024	II	CBe	-
J063555.12+023436.9	98.979695	2.5769429	11.029	0.023	11.385	0.025	11.181	0.023	II	CBe	-
J063544.87+024709.0	98.936984	2.7858507	12.343	0.025	12.471	0.022	12.427	0.027	II	CBe	-
J063410.35+030134.3	98.543131	3.0261947	10.477	0.023	10.729	0.022	10.606	0.019	II	CBe	-
J063347.15+030044.2	98.446468	3.0123044	12.157	0.024	12.348	0.022	12.218	0.026	II	CBe	-
J063421.71+051637.4	98.590476	5.277061	10.043	0.027	10.029	0.024	9.955	0.023	II	CBe	Emission-lineStar
J063626.64+050633.0	99.111011	5.1091843	12.676	0.024	12.805	0.024	12.681	0.019	II	CBe	-
J063614.98+045111.1	99.062455	4.853109	12.412	0.025	12.536	0.026	12.478	0.027	II	CBe	-
J063507.69+044347.4	98.782055	4.7298574	12.065	0.025	12.362	0.026	12.238	0.027	II	CBe	-
J063717.26+050757.6	99.321929	5.13269	11.340	0.022	11.554	0.032	11.507	0.033	II	CBe	-
J063709.70+050411.3	99.290437	5.069822	10.014	0.022	10.157	0.022	10.099	0.023	II	CBe	StarinCluster
J063641.34+045049.6	99.172278	4.8471374	12.401	0.028	12.571	0.022	12.478	0.023	II	CBe	Star
J063750.47+043955.2	99.460304	4.665357	11.851	0.024	11.981	0.025	11.880	0.024	II	CBe	StarinCluster
J063625.42+040321.3	99.105929	4.0559376	11.557	0.023	11.702	0.024	11.598	0.019	II	CBe	-
J064521.95+042701.1	101.34146	4.450322	10.840	0.022	10.943	0.021	10.885	0.023	II	CBe	Star
J064753.02+043020.7	101.97093	4.5057723	12.935	0.025	13.121	0.034	13.143	0.040	II	CBe	-
J064449.04+032140.6	101.20436	3.3612964	12.445	0.025	12.569	0.026	12.468	0.032	II	CBe	-
J064242.64+023840.6	100.67767	2.644626	11.711	0.022	11.997	0.022	11.822	0.026	II	CBe	-
J064051.01+041821.8	100.21257	4.3060595	12.414	0.024	12.636	0.027	12.555	0.033	II	CBe	-
J064146.14+065253.6	100.44226	6.8815794	12.596	0.024	12.654	0.026	12.583	0.033	II	CBe	-
J064137.89+064410.1	100.4079	6.736159	12.292	0.024	12.431	0.024	12.321	0.024	II	CBe	-
J064326.37+063030.9	100.8599	6.5086008	12.373	0.024	12.464	0.024	12.448	0.024	II	CBe	-
J064222.70+063832.7	100.59461	6.6424293	11.790	0.023	11.932	0.024	11.828	0.026	II	CBe	-
J064259.16+062935.4	100.74654	6.4931919	12.829	0.025	12.965	0.030	12.928	0.029	II	CBe	WhiteDwarfCandidate
J064447.69+055936.7	101.19874	5.99353	11.191	0.023	11.313	0.025	11.225	0.025	II	CBe	Star
J064450.86+062904.3	101.21193	6.4845336	12.289	0.024	12.547	0.028	12.391	0.027	II	CBe	-
J064420.18+063047.4	101.08411	6.5131787	12.321	0.024	12.555	0.027	12.389	0.024	II	CBe	-
J064435.62+063532.6	101.14843	6.5924101	12.027	0.023	12.086	0.025	12.055	0.026	II	CBe	-
J064538.91+052839.9	101.41214	5.4777513	12.448	0.024	12.555	0.024	12.543	0.035	II	CBe	-
J064621.83+052810.8	101.59096	5.4696756	12.075	0.023	12.251	0.029	12.130	0.024	II	CBe	-
J064441.02+052606.9	101.17092	5.4352556	11.833	0.026	11.955	0.024	12.045	-	II	CBe	-
J064445.41+051417.9	101.18924	5.2383317	12.691	0.024	12.865	0.031	12.815	0.040	II	CBe	-
J063158.44+055547.7	97.993522	5.9299169	11.492	0.024	11.625	0.027	11.551	0.025	II	CBe	StarinCluster
J063241.55+063145.5	98.173135	6.5293279	12.463	0.024	12.542	0.022	12.462	0.026	II	CBe	-
J063307.81+062952.2	98.282569	6.4978597	12.517	0.024	12.647	0.024	12.596	0.029	II	CBe	-
J063656.19+062820.3	99.234165	6.472316	11.402	0.046	11.543	0.029	11.465	0.023	II	CBe	StarinCluster
J063154.79+062935.2	97.978302	6.4931175	12.761	0.024	12.842	0.035	12.807	0.031	II	CBe	StarinCluster
J063600.04+022622.4	99.000186	2.439577	11.599	0.023	11.916	-	11.868	0.034	II	CBe	-
J063540.33+022549.8	98.91806	2.4305098	10.828	0.022	11.160	0.023	10.974	0.019	II	CBe	-
J063544.87+024709.0	98.936984	2.7858507	12.343	0.025	12.471	0.022	12.427	0.027	II	CBe	-
J063605.19+051357.6	99.021642	5.2326943	12.050	0.024	12.186	0.026	12.103	0.024	II	CBe	-
J063540.48+043939.1	98.918695	4.6608812	12.193	0.025	12.387	0.029	12.235	0.027	II	CBe	-
J063705.39+050122.6	99.272487	5.022945	11.131	0.023	11.318	0.023	11.234	0.021	II	CBe	StarCluster
J063710.65+044826.3	99.29441	4.8073214	12.166	0.024	12.374	0.038	12.240	0.029	II	CBe	StarinCluster
J063946.02+033335.0	99.941773	3.5597349	11.430	0.024	11.605	0.027	11.569	0.023	II	CBe	Star
J064227.87+043350.9	100.61613	4.5641577	12.225	0.024	12.307	0.023	12.253	0.025	II	CBe	-
J064128.02+064828.8	100.36678	6.8080067	12.455	0.024	12.563	0.024	12.537	0.033	II	CBe	-
J064452.71+061301.7	101.21964	6.2171653	12.843	0.024	12.941	0.025	12.939	0.035	II	CBe	-
J064318.81+062532.7	100.82841	6.4257565	12.783	0.025	13.045	0.036	12.931	0.032	II	CBe	-
J064314.20+062539.6	100.80919	6.427683	10.767	0.022	10.996	0.023	10.859	0.023	II	CBe	-
J064518.98+061845.8	101.32911	6.3127404	11.698	0.023	11.898	0.025	11.777	0.025	II	CBe	-
J064405.29+062844.3	101.02205	6.478991	11.067	0.023	11.257	0.026	11.133	0.019	II	CBe	Star
J064416.40+063156.7	101.06837	6.53242	10.350	0.023	10.474	0.022	10.416	0.023	II	CBe	Star
J064530.98+054228.9	101.3791	5.7080524	12.650	0.024	12.839	0.030	12.712	0.029	II	CBe	-
J064623.42+053306.7	101.59762	5.5518786	12.947	0.024	13.198	0.042	13.091	0.035	II	CBe	-
J064534.92+052244.2	101.39552	5.3789577	12.509	0.027	12.581	0.028	12.585	0.030	II	CBe	-
J064504.83+051659.9	101.27013	5.2833259	12.003	0.023	12.147	0.024	12.053	0.027	II	CBe	-
J063012.80+054951.2	97.553358	5.8309123	12.298	0.023	12.410	0.021	12.312	0.025	II	CBe	-
J063626.15+062613.9	99.10898	6.4371994	12.271	0.023	12.509	0.029	12.422	0.027	II	CBe	-
J063239.75+061750.9	98.165654	6.2974728	12.316	0.027	12.490	0.057	12.382	0.039	II	CBe	-
J063121.52+062032.8	97.839702	6.342464	10.995	0.022	11.151	0.021	11.083	0.021	II	CBe	StarinCluster
J063208.45+061229.1	98.035211	6.2080931	12.013	0.023	12.318	0.036	12.129	0.030	II	CBe	-
J063213.74+063216.9	98.057257	6.5380469	12.506	0.023	12.682	0.033	12.622	0.033	II	CBe	Starinluster
J062519.34+195514.5	96.330596	19.92072	12.298	0.043	12.365	0.060	12.313	0.044	II	CBe	-
J062729.64+195337.0	96.873516	19.893623	12.576	0.024	12.756	-	12.621	0.031	II	CBe	-
J063700.34+190343.0	99.251427	19.061968	11.774	0.023	11.885	0.022	11.803	0.022	II	CBe	-
J063444.52+194910.4	98.685509	19.819578	10.467	0.022	10.522	0.022	10.384	0.017	II	CBe	Emission-lineStar
J062247.74+215351.7	95.698935	21.897699	12.425	0.025	12.704	0.035	12.584	0.026	II	CBe	-
J062226.22+214956.4	95.609271	21.832356	12.743	0.024	12.876	0.032	12.856	0.023	II	CBe	-
J062441.35+222852.0	96.172309	22.481138	12.010	0.024	12.206	0.040	12.123	0.027	II	CBe	-
J064217.57+315749.9	100.57323	31.963876	13.041	0.024	13.088	0.030	13.038	0.028	II	CBe	-
J090026.74+263537.2	135.11143	26.593683	12.015	0.023	12.143	0.034	12.073	0.025	II	CBe	-
J064244.00+251602.2	100.68336	25.2673	12.029	0.023	12.110	0.031	12.077	0.022	II	CBe	-
J072438.51+060638.3	111.16047	6.110661	12.721	0.024	12.745	0.024	12.735	0.029	II	CBe	-
J072802.35+060156.5	112.00983	6.032387	12.032	0.023	12.179	0.026	12.142	0.021	II	CBe	-
J100043.63+273131.7	150.1817934	27.5254925	13.965	0.026	14.058	0.039	13.948	0.040	II	CBe	-
J100140.14+274030.6	150.417285	27.675171	12.603	0.024	12.759	0.030	12.725	0.030	II	CBe	-
J164210.17+363750.9	250.5424159	36.6308131	12.458	0.182	12.638	0.026	12.515	0.025	II	CBe	StarinCluster
J174311.05+064322.3	265.7960421	6.7228717	14.480	0.032	14.792	0.069	14.823	0.119	II	CBe	-
J174134.77+040853.8	265.3948815	4.1482842	12.217	0.024	12.406	0.032	12.296	0.024	II	CBe	-
J172307.05+263905.8	260.779381	26.651632	13.042	0.023	13.220	0.038	13.103	0.033	II	CBe	-
J194249.89+423900.3	295.7078829	42.6501097	8.422	0.023	8.484	0.024	8.457	0.012	II	CBe	RotationallyvariableStar
J150146.66+250125.9	225.44444	25.023867	14.936	0.035	15.144	0.095	14.969	0.150	II	CBe	-
J193335.53+400351.8	293.398083	40.064389	12.528	0.024	12.507	0.022	12.490	0.023	II	CBe	RotationallyvariableStar
J193933.18+420814.0	294.88825	42.137236	13.544	0.024	13.628	0.030	13.562	0.045	II	CBe	-
J194514.10+421048.2	296.30875	42.180069	13.132	0.024	13.217	0.022	13.248	0.031	II	CBe	-
J193756.91+374356.6	294.487142	37.732414	13.891	0.041	14.032	0.076	13.929	0.073	II	CBe	-
J012321.68+241335.9	20.840339	24.226639	13.299	0.024	13.369	0.028	13.318	0.041	II	CBe	-
J021439.80+242155.4	33.665857	24.365403	13.570	0.024	13.587	0.031	13.588	0.037	II	CBe	-
J020906.76+262244.8	32.278174	26.379115	13.964	0.025	14.050	0.046	13.940	0.052	II	CBe	-
J042536.31-013933.7	66.401319	-1.659377	9.165	0.022	9.281	0.022	9.199	0.021	II	CBe	Star
J213406.74+033415.4	323.528123	3.570953	11.347	0.023	11.548	0.022	11.609	0.024	II	CBe	Star
J213240.85+030742.4	323.1702413	3.128455	13.499	0.025	13.554	0.021	13.603	0.046	II	CBe	-
J051300.49+325008.7	78.252083	32.83576	12.313	0.024	12.620	0.038	12.445	0.024	II	CBe	-
J051520.46+322050.1	78.835261	32.34727	14.523	0.033	14.678	0.070	14.460	0.084	II	CBe	-
J051049.30+334331.5	77.705445	33.72544	12.216	0.024	12.412	0.032	12.324	0.024	II	CBe	-
J051122.49+335104.9	77.843719	33.851376	13.820	0.028	13.980	0.043	13.882	0.051	II	CBe	-
J051234.20+333134.4	78.142535	33.526238	12.783	0.024	13.095	0.047	13.018	0.033	II	CBe	-
J051145.41+341904.7	77.939245	34.317999	12.841	0.025	13.121	0.035	12.995	0.028	II	CBe	-
J051217.21+340931.9	78.071716	34.158879	13.874	0.046	14.178	0.049	14.104	0.049	II	CBe	-
J051238.43+341706.0	78.160135	34.285005	14.234	0.031	14.352	0.046	14.265	0.058	II	CBe	-
J051229.16+343428.1	78.121531	34.574485	12.633	0.023	12.751	0.031	12.700	0.025	II	CBe	-
J051204.02+342135.9	78.016763	34.359997	13.310	0.026	13.527	0.044	13.399	0.037	II	CBe	-
J051229.97+342539.3	78.124916	34.427601	14.180	0.031	14.373	0.042	14.347	0.057	II	CBe	-
J051051.61+343023.0	77.715059	34.506399	13.362	0.029	13.526	0.036	13.426	0.032	II	CBe	-
J003839.05+343123.0	9.6627484	34.523063	14.579	0.030	14.670	0.065	14.595	0.085	II	CBe	-
J003506.02+271339.9	8.775116	27.227766	13.331	0.025	13.493	0.033	13.391	0.031	II	CBe	-
J055502.89+214920.1	88.762057	21.82225	13.091	0.025	13.304	0.021	13.149	0.030	II	CBe	-
J055443.93+235221.6	88.683044	23.872685	11.803	0.024	12.104	0.021	11.952	0.022	II	CBe	-
J055435.86+243906.0	88.649422	24.651677	13.771	0.027	14.045	0.033	13.931	0.044	II	CBe	-
J055616.06+260423.9	89.066952	26.073306	12.904	0.025	13.202	0.029	13.088	0.030	II	CBe	-
J055804.07+262357.9	89.516995	26.39944	13.554	0.027	13.605	0.032	13.600	0.039	II	CBe	-
J055728.25+262303.6	89.367733	26.384357	13.043	0.026	13.198	0.026	13.112	0.025	II	CBe	-
J060545.00+253118.6	91.437504	25.521836	13.753	0.028	13.807	0.030	13.786	0.039	II	CBe	-
J054624.95+244930.2	86.603977	24.825069	12.798	0.025	12.981	0.026	12.891	0.028	II	CBe	-
J055436.76+254022.1	88.653191	25.672811	13.831	0.028	13.982	0.029	13.893	0.036	II	CBe	-
J055431.45+255851.6	88.631067	25.981022	12.337	0.024	12.867	0.034	12.659	0.031	II	CBe	-
J011255.00+440044.0	18.229179	44.012228	14.276	0.028	14.307	0.043	14.270	0.061	II	CBe	-
J053746.52+330425.0	84.443848	33.07362	13.734	0.029	13.974	0.028	13.891	0.046	II	CBe	-
J054005.77+333838.7	85.024071	33.644102	13.025	0.025	13.243	0.022	13.139	0.028	II	CBe	-
J053840.28+331306.1	84.66786	33.218371	14.065	0.031	14.274	0.035	14.188	0.057	II	CBe	-
J053729.49+323554.6	84.3729	32.598506	13.467	0.027	13.637	0.028	13.548	0.038	II	CBe	-
J055211.14+322215.0	88.046451	32.370837	13.642	0.026	13.857	0.041	13.778	0.037	II	CBe	-
J054733.79+313320.6	86.890806	31.555742	13.077	0.025	13.261	0.031	13.173	0.032	II	CBe	-
J054912.57+312243.1	87.302394	31.378665	13.138	0.026	13.302	0.030	13.213	0.031	II	CBe	-
J054708.07+322710.9	86.783634	32.45303	13.664	0.027	13.848	0.042	13.731	0.045	II	CBe	-
J054608.62+330258.4	86.535958	33.049564	13.125	0.027	13.281	0.034	13.168	0.033	II	CBe	-
J054845.26+332434.1	87.18861	33.409493	13.304	0.025	13.504	0.026	13.416	0.035	II	CBe	-
J053544.92+341125.6	83.937202	34.19046	13.696	0.027	14.136	0.033	13.962	0.054	II	CBe	-
J053633.08+345859.1	84.137847	34.983104	13.058	0.024	13.353	0.027	13.234	0.029	II	CBe	-
J054554.37+331319.0	86.476547	33.22197	12.453	0.024	12.683	0.026	12.514	0.026	II	CBe	-
J054941.72+311639.6	87.423865	31.277686	12.944	0.033	13.219	0.040	13.181	0.045	II	CBe	-
J054653.01+351200.9	86.720896	35.200273	13.088	0.025	13.321	0.028	13.201	0.030	II	CBe	-
J053348.35+335926.5	83.451469	33.990705	12.709	0.024	12.885	0.023	12.796	0.026	II	CBe	-
J053643.82+344030.8	84.182615	34.675224	11.910	0.023	12.215	0.022	12.039	0.020	II	CBe	-
J004201.02+433802.0	10.504262	43.633889	12.564	0.024	12.722	0.021	12.624	0.023	II	CBe	-
J005737.61+440725.5	14.406714	44.123771	13.793	0.025	13.844	0.039	13.802	0.045	II	CBe	-
J005923.86+451340.5	14.849446	45.227924	13.603	0.024	13.832	0.045	13.799	0.041	II	CBe	-
J021144.37+120255.0	32.934906	12.048623	13.084	0.024	13.239	0.026	13.127	0.030	II	CBe	-
J210910.59-082342.5	317.2941431	-8.3951594	14.283	0.029	14.306	0.050	14.361	0.077	II	CBe	-
J052051.61+302014.4	80.215056	30.337339	12.747	0.024	12.911	0.023	12.863	0.030	II	CBe	-
J052636.70+293501.2	81.652931	29.583677	13.779	0.028	13.938	0.036	13.956	0.049	II	CBe	-
J053145.48+275833.7	82.939524	27.976051	11.412	0.024	11.734	0.022	11.549	0.020	II	CBe	-
J051756.48+310146.5	79.48537	31.029592	13.777	0.028	13.891	0.035	13.861	0.046	II	CBe	-
J053056.65+320550.9	82.736054	32.097498	13.018	0.025	13.317	0.026	13.252	0.032	II	CBe	-
J034500.92+222556.5	56.25387	22.432365	16.549	0.088	16.100	0.189	16.070	0.253	II	CBe	-
J034542.93+223021.4	56.428907	22.505945	15.773	0.050	16.220	0.210	15.982	-	II	CBe	-
J034451.81+223947.9	56.215911	22.663328	16.253	0.072	-	-	-	-	II	CBe	-
J034559.25+223812.5	56.496876	22.636824	16.602	0.092	-	-	-	-	II	CBe	-
J034034.97+243317.8	55.14571	24.554956	16.554	0.086	-	-	-	-	II	CBe	-
J034539.59+240855.0	56.414974	24.148635	16.046	0.070	16.062	0.210	15.997	0.275	II	CBe	-
J060230.40+310215.5	90.626669	31.037641	13.828	0.028	14.019	0.044	13.877	0.043	II	CBe	-
J055925.54+313053.8	89.856435	31.51497	13.072	0.026	13.384	0.036	13.197	0.034	II	CBe	-
J060307.95+310256.7	90.783156	31.04909	13.149	0.024	13.769	0.036	13.652	0.039	II	CBe	-
J060358.62+312437.4	90.994272	31.410412	14.392	0.032	14.375	0.052	14.247	0.057	II	CBe	-
J060356.54+313249.9	90.985604	31.547198	13.561	0.029	13.744	0.037	13.575	0.038	II	CBe	-
J060315.88+312801.8	90.816182	31.46718	14.414	0.032	14.526	0.070	14.378	0.072	II	CBe	-
J060320.45+311126.8	90.83524	31.190784	14.110	0.029	14.330	-	14.257	0.071	II	CBe	-
J060434.38+311239.2	91.143259	31.210894	14.393	0.031	14.513	0.065	14.412	0.068	II	CBe	-
J060426.95+310013.8	91.112301	31.003839	12.566	0.025	12.770	0.032	12.695	0.022	II	CBe	-
J060418.95+310610.0	91.078973	31.102805	13.432	0.027	13.470	0.032	13.425	0.033	II	CBe	-
J060453.22+311331.8	91.221753	31.225505	13.749	0.028	13.996	0.043	13.846	0.052	II	CBe	-
J054935.20+324226.0	87.396673	32.707232	12.707	0.024	12.998	0.037	12.931	0.030	II	CBe	-
J054828.65+324914.2	87.119415	32.820613	12.893	0.025	13.189	0.028	13.044	0.028	II	CBe	-
J054900.99+330624.2	87.254155	33.106734	13.999	0.030	14.202	0.039	14.003	0.055	II	CBe	-
J054953.98+320727.2	87.474937	32.124227	13.826	0.027	13.965	0.036	13.906	0.051	II	CBe	-
J060738.39+341937.2	91.909992	34.327	14.330	0.032	14.385	0.062	14.330	0.065	II	CBe	-
J210948.78-031330.2	317.453287	-3.225077	14.580	0.031	14.570	0.071	14.544	0.095	II	CBe	-
J044518.26+305937.2	71.326092	30.993683	15.441	0.043	15.478	0.103	15.286	0.124	II	CBe	-
J044232.60+325835.2	70.635842	32.976446	14.506	0.032	14.857	0.062	14.568	0.074	II	CBe	-
J045807.47+311357.1	74.531165	31.232551	15.670	0.056	15.421	0.103	15.492	0.174	II	CBe	-
J045326.01+334825.1	73.358378	33.806974	15.453	0.048	15.563	0.108	15.592	0.184	II	CBe	-
J045311.75+340246.7	73.29897	34.046316	13.940	0.028	14.375	0.041	14.108	0.051	II	CBe	-
J044635.27+344102.4	71.64698	34.684006	13.853	0.028	14.089	0.046	13.954	0.043	II	CBe	-
J045748.83+332712.0	74.453493	33.453346	15.061	0.039	15.505	0.110	15.467	0.170	II	CBe	-
J045600.24+333617.7	74.001041	33.604926	14.300	0.046	14.540	0.055	14.405	0.071	II	CBe	-
J045515.91+332442.9	73.816322	33.411941	14.992	0.039	15.173	0.078	15.198	0.123	II	CBe	-
J044507.46+333619.0	71.281105	33.6053	15.752	0.054	16.002	0.161	16.166	-	II	CBe	-
J214555.81+021137.5	326.482561	2.19376	14.894	0.035	14.799	0.081	14.640	0.083	II	CBe	-
J053714.53+252736.7	84.310564	25.46022	13.847	0.028	13.956	0.033	13.923	0.044	II	CBe	-
J053432.15+252230.9	83.633991	25.375272	13.644	0.028	13.946	0.031	13.760	0.040	II	CBe	Star
J053406.51+270744.5	83.52716	27.129042	14.129	0.030	14.373	0.047	14.212	0.052	II	CBe	-
J053407.39+273905.9	83.530817	27.651645	13.274	0.026	13.576	0.027	13.379	0.032	II	CBe	-
J053654.78+265413.6	84.22826	26.903781	13.816	0.028	14.044	0.035	13.956	0.047	II	CBe	-
J053625.80+263522.1	84.107539	26.589474	13.387	0.037	13.622	0.030	13.470	0.033	II	CBe	-
J053438.50+265546.7	83.660417	26.92964	13.502	0.026	13.708	0.026	13.616	0.038	II	CBe	-
J053453.84+265446.1	83.724353	26.912822	13.448	0.027	13.678	0.026	13.572	0.031	II	CBe	-
J054520.52+270031.7	86.335511	27.008822	12.899	0.025	13.210	0.025	13.059	0.027	II	CBe	-
J052603.69+263604.3	81.515405	26.601203	12.327	0.024	12.626	0.028	12.460	0.023	II	CBe	-
J053707.85+291642.3	84.282743	29.278426	13.536	0.027	13.862	0.033	13.618	0.032	II	CBe	-
J053640.61+291550.8	84.169237	29.264127	13.433	0.026	13.690	0.034	13.522	0.032	II	CBe	-
J052524.68+280052.2	81.352852	28.014511	14.042	0.030	14.260	0.058	14.127	0.051	II	CBe	-
J053643.27+254514.5	84.180301	25.754031	13.628	0.026	13.818	0.026	13.663	0.036	II	CBe	-
J053541.42+260159.0	83.922603	26.033069	12.612	0.023	12.924	0.026	12.688	0.023	II	CBe	-
J053853.75+253023.2	84.723992	25.506468	13.925	0.029	14.101	0.039	14.024	0.047	II	CBe	-
J053416.17+271511.1	83.567395	27.253102	13.768	0.026	14.070	0.036	13.886	0.033	II	CBe	-
